cartodb_id,the_geom,city,state,shape_1,duration,summary,posted,month,country,date_time,cartodb_georef_status
6065,0101000020E61000008FB8C7D287605CC0F068E388B5904240,Washington,DC,Other,2 minutes,"2 glowing orange crafts, in the shape of hang-gliders, passed across the sky.",2015-01-07,January,USA,2015-01-01,
6103,0101000020E610000071BA2C26365158C0DFD6DD3CD5C54240,Derby,,,OVER A FEW MONTHS,maybe answer to my encounter last year of black alien entity,2015-05-22,January,USA,2015-01-05,
297,0101000020E6100000D55B035B25EA5BC0923F1878EE1D4440,Provo,UT,Light,10-12 minutes,"White light appeared, and disappeared.",2015-07-06,July,USA,2015-07-04,true
6240,0101000020E610000036E0F3C3081154C0A34929E8F62A3B40,Palm City,,Circle,seconds,Round metallic object in daylight.,2015-01-30,January,USA,2015-01-27,
6255,0101000020E61000008EDAC4C9FD5855C06E7CED9925393F40,Dothan,,Cigar,30 seconds,Was driving down the road and observed a cigar shaped metallic bright aircraft approximately 12 stories in the sky. Very large and bri,2015-01-30,January,USA,2015-01-26,
1318,0101000020E6100000213CDA38629F54C08AC8B08A37323B40,Osprey,FL,Light,20 minutes,Orange lights over Siesta Key 11-10-15,2015-11-19,November,USA,2015-11-10,true
6429,0101000020E6100000FCFFFFFFFFFFEFFFFCFFFFFFFFFFEFFF,Georgetown,MI,Formation,few minutes,"5 bright lights in sky, near each other, similar to bird formation, then disappeared all of the sudden, near Bauer area, 48th Ave. & Ba",2015-01-30,January,USA,2015-01-26,
6433,0101000020E6100000FCFFFFFFFFFFEFFFFCFFFFFFFFFFEFFF,Mountain Top,ID,Rectangle,15 minutes,Extremely low flying object with haze around it.,2015-12-17,December,USA,2015-12-15,
1988,0101000020E610000076FD82DDB0BF52C05DC47762D6D74340,Williamstown,NJ,Fireball,5 minutes,3 fireballs same path.,2015-10-16,October,USA,2015-10-10,true
745,0101000020E6100000BA66F2CD360154C0B2463D44A3AB4340,Grafton,WV,Light,5 minutes,Strange light moving in an odd pattern above high voltage power transmission lines.,2016-01-05,December,USA,2015-12-23,true
81,0101000020E6100000C408E1D1C64953C0986E1283C08A4340,Rockville,MD,Circle,5 seconds,"6 circular very larger silver balls each the size a moving truck, in a triangle formation hovering above the interstate at night",2015-11-26,November,USA,2015-11-08,true
753,0101000020E6100000C2172653050D5DC04A0C022B87CE4540,Boise,ID,Formation,5 minutes,8-10 large bright orange lights flying in straight line formation at very high altitude with no sound.,2016-01-05,December,USA,2015-12-28,true
752,0101000020E6100000C2172653050D5DC04A0C022B87CE4540,Boise,ID,Light,20 minutes,Varying numbers of red lights in the northern sky. Intermittently appearing and disappearing and forming varying geometric shapes.,2015-12-03,November,USA,2015-11-26,true
187,0101000020E6100000C6DCB5847C0C52C023DBF97E6A344640,West Danville,VT,Sphere,1 minute,Unexplained lights on otherwise dark road,2016-01-23,January,USA,2015-01-21,true
751,0101000020E6100000C2172653050D5DC04A0C022B87CE4540,Boise,ID,Light,1 hour,Lights in sky over southeast Idaho. Object moved in small bursts both horizontally and vertically. ((NUFORC Note: Sirius. PD)),2015-11-19,November,USA,2015-11-13,true
1687,0101000020E6100000C2172653050D5DC04A0C022B87CE4540,Boise,ID,Light,2 seconds,A bright circular light. turned on then off.,2015-09-29,September,USA,2015-09-27,true
734,0101000020E610000065C746205E075FC09B3DD00A0CF14540,Dunes City,OR,Fireball,3 seconds,"Big bright GREEN FIREBALL seen burning slowly to the earth in Dunes City, Oregon",2015-11-26,November,USA,2015-11-25,true
194,0101000020E6100000611A868F88E354C0CC4065FCFBD44440,Toledo,OH,,30- NA,Moving objects in the sky.,2015-01-16,January,USA,2015-01-12,true
38,0101000020E61000009D465A2A6FBB51C00F45813E91434540,Peabody,MA,Unknown,,Line of green red and white lights low to the ground.,2015-11-26,November,USA,2015-11-20,true
183,0101000020E610000040FB912232FA5BC053AEF02E17B54040,Tempe,AZ,Light,5 minutes,Lights over North Tempe.,2015-07-31,July,USA,2015-07-25,true
2486,0101000020E610000040FB912232FA5BC053AEF02E17B54040,Tempe,AZ,Fireball,30 minutes,5 lights fy beside each other.,2015-09-25,September,USA,2015-09-17,true
87,0101000020E610000074D2FBC6D79A5EC03A58FFE730E34240,San Francisco,CA,Fireball,10 minutes,Huge light in sky blue/green in color (fireball) of some kind. ((NUFORC Note: U. S. Navy missile launch. PD)),2015-11-19,November,USA,2015-11-07,true
823,0101000020E6100000A852B3075AB553C0D66EBBD05CD34140,Holly Springs,NC,Unknown,45 minutes,While walking my dog I noticed a propeller plane I thought was coming in for a landing. It had white lights and a red flashing on the b,2015-12-10,December,USA,2015-12-09,true
3765,0101000020E610000000E31934F48B56C05F07CE19517A4340,Godfrey,IL,Light,3-4 minutes,7 oranges lights floating in sky.,2015-07-06,July,USA,2015-07-04,true
142,0101000020E6100000F7AFAC34295156C07D7901F6D1B94240,Jonesboro,IL,Fireball,,Fireball.,2015-08-06,August,USA,2015-08-03,true
645,0101000020E61000000C3CF71E2E855CC05AF0A2AF20614740,Lolo,MT,Unknown,20-25 minutes,Unknown craft with white light in front and slow pulsating deep red light in rear.,2015-12-03,November,USA,2015-11-18,true
859,0101000020E6100000ABB2EF8AE01F58C01630815B77B74440,Fremont,NE,Triangle,5 minutes,Flying triangle made no sound.,2015-11-26,November,USA,2015-11-23,true
321,0101000020E61000000F45813E910954C017B7D100DE023A40,Hollywood,FL,Sphere,3 mins,"Glowing spheres moving from SE to NW (W Hollywood to Davie, FL) at different altitudes and into/across flight paths from FLL (Ft Lauder",2015-03-06,February,USA,2015-02-21,true
5019,0101000020E61000000F45813E910954C017B7D100DE023A40,Hollywood,FL,Other,30 seconds,Brown Floating Object.,2015-02-12,February,USA,2015-02-08,true
860,0101000020E6100000ACADD85F76C35DC0FB7953910ACB4540,Burns,OR,,5 seconds,"Was driving east on hwy 20 around 22:30,when a bright flash of light appeared in the eastern sky,so bright it was thought it was day fo",2015-11-19,November,USA,2015-11-12,true
583,0101000020E61000003602F1BA7E495DC0ACFF73982FBF4040,Temecula,CA,Light,2 minutes,"Burst of white light, green trail, spherical vapor. ((NUFORC Note: U. S. Navy missile launch. PD))",2015-11-19,November,USA,2015-11-07,true
322,0101000020E61000003602F1BA7E495DC0ACFF73982FBF4040,Temecula,CA,Cylinder,3 seconds,"Large object on fire fell horizontally from sky and landed behind rocky hills, Riverside, CA.",2016-01-20,December,USA,2015-12-26,true
45,0101000020E61000003602F1BA7E495DC0ACFF73982FBF4040,Temecula,CA,Light,5 minutes,BRIGHT BLUE LIGHT STATIONARY IN NORTHERN SKY.,2015-10-09,September,USA,2015-09-25,true
440,0101000020E610000014B35E0CE50856C0728A8EE4F2734540,Muskego,WI,Oval,20 seconds,"Watched a extremely bright, circular shape go streaking across the sky, was no airplane or helicopter, way to fast..and it was low, low",2015-11-26,November,USA,2015-11-24,true
524,0101000020E6100000F54A5986385854C0D1915CFE43664440,Canton,OH,Triangle,8 seconds,Letting the dog out I looked up and saw a barely able to be seeing triangular shape of lights moving across the sky from north to south,2015-11-26,November,USA,2015-11-22,true
285,0101000020E6100000ADDD76A1B90C55C0CBBE2B82FFF14340,Vandalia,OH,Disk,,"I look to my right, and see TWO bright lights (one flying object).",2015-01-07,January,USA,2015-01-06,true
71,0101000020E6100000271422E0100A5FC0AA656B7D914C4440,Fortuna,CA,Circle,20 minutes,Fortuna lights.,2015-02-12,February,USA,2015-02-10,true
258,0101000020E61000002F17F19D988B54C007B13385CE3B3C40,Zephyrhills,FL,,unknown,((HOAX??)) Grey in my yard near my fire I have the proff but don't know who to contact.,2015-01-26,January,USA,2015-01-19,true
47,0101000020E6100000FB912232AC2853C04390831266124340,Coles Point,VA,Light,10 minutes,Many small aircraft at dusk.,2015-09-17,September,USA,2015-09-14,true
123,0101000020E610000002B7EEE6A97C56C0738577B9881B4140,Pope,MS,Triangle,~10 minutes (twice),"Two white lights together in western sky north Ms, 12/17/15",2015-12-21,December,USA,2015-12-17,true
740,0101000020E61000007DAEB6627FE55CC0E2CCAFE6005D4440,Spring Creek,NV,Light,10 minutes,Large white lighted cloud 15 miles Across Seen Elko Nv ((NUFORC Note: U. S. Navy missile launch. PD)),2015-11-19,November,USA,2015-11-07,true
739,0101000020E61000007DAEB6627FE55CC0E2CCAFE6005D4440,Spring Creek,NV,Light,10 minutes,Large White lighted cloud 15 miles Across Seen Elko Nv ((NUFORC Note: U. S. Navy missile launch. PD)),2015-11-19,November,USA,2015-11-07,true
539,0101000020E61000000708E6E8F1A35EC0F085C954C1FC4240,San Anselmo,CA,Fireball,5 seconds,Fireball moving across Marin sky. ((NUFORC Note: Meteor?? PD)),2015-11-19,November,USA,2015-11-11,true
355,0101000020E6100000D93D7958A85554C0EB73B515FBB33C40,Longwood,FL,Fireball,10 minutes,Yellow fireball.,2015-01-07,January,USA,2015-01-01,true
367,0101000020E61000008E23D6E2536856C089247A19C57A4640,Wausau,WI,Light,10 seconds,"While laying outside on a blanket around 1 a.m. watching for shooting stars, my roommate saw 4 orangish-red lights fly over head. They",2015-04-17,April,USA,2015-04-13,true
862,0101000020E6100000083D9B559FED51C0E0F3C308E1254540,Shrewsbury,MA,Diamond,1 minutes,((HOAX??)) There was a bright light landing fast in the woods there is a power line the light i stop and look light faded away.,2015-12-17,December,USA,2015-12-11,true
793,0101000020E6100000F0BF95ECD8F054C0B13385CE6B4C4140,Cleveland,GA,Triangle,2 hours,I was sitting in a stationary position a few buildings down from the Rite Aid for two hours without movin,2015-11-26,November,USA,2015-11-19,true
230,0101000020E6100000CCD1E3F7360952C0126BF12900D24540,Enfield,NH,Light,1.5 minutes,((HOAX??)) -See above.,2015-06-05,June,USA,2015-06-02,true
5601,0101000020E61000008D45D3D9C9C063C07FC16ED8B6803540,Wahiawa,HI,Flash,3 minutes,Bright blinking light over Hawaii.,2015-03-13,March,USA,2015-03-08,true
575,0101000020E6100000C51B9947FECE56C07CED9925014A3E40,Plaquemine,LA,Triangle,1.5 hours,Orange ball flew across the sky.. Thought it was a shooting star. Kept looking then two more came from another direction. They were a,2015-11-19,November,USA,2015-11-14,true
702,0101000020E610000052499D80264E5AC0F168E388B5E04340,Golden,CO,Light,3 hours,"There were 7 vivid, gark green star like lights in the sky in the southwest direction. ((NUFORC Note: Stars?? PD))",2015-12-17,December,USA,2015-12-14,true
4298,0101000020E610000052499D80264E5AC0F168E388B5E04340,Golden,CO,Flash,15 minutes,Bright white strobe light.,2015-06-15,June,USA,2015-06-07,true
328,0101000020E6100000B35E0CE5440156C018B2BAD573424640,Green Bay,WI,Sphere,5 seconds,8 to 10 round objects in formation flashing and glittering sun light 2 thousand feet above observer.,2015-12-10,December,USA,2015-12-05,true
138,0101000020E61000009FABADD85F9A52C0FCE3BD6A65424440,Edison,NJ,Light,<1 minute,"White light, almost like a star.",2015-08-06,July,USA,2015-07-31,true
276,0101000020E6100000FA7E6ABC74EF58C04EB4AB90F2634440,Lexington,NE,Disk,5-10 minutes,"Bright orange lit saucer going over Lexington, NE, north to south.",2015-07-03,June,USA,2015-06-27,true
674,0101000020E6100000D7FA22A12D0753C07A8D5DA27A374440,Bernville,PA,Cigar,1 minute,Very bright cigar shape craft seen in berks county at 5am,2015-12-03,November,USA,2015-11-30,true
158,0101000020E6100000E6965643E2B854C00F62670A9D3F4540,Saint Clair Shores,MI,Light,1 minute,Bright light in the sky just disappeared with nothing left behind,2015-09-17,September,USA,2015-09-14,true
4369,0101000020E6100000B08F4E5DF9FC52C0D218ADA3AA0D4440,Mountain Top,PA,Other,10 minutes,Random pattern as if trying to land.,2015-06-05,June,USA,2015-06-03,true
713,0101000020E6100000211FF46C562355C046EBA86A82284140,Waleska,GA,Disk,2 minutes,"Small, oval shaped, dark flying object with flashing orange lights, spinning and hovering.",2015-11-19,November,USA,2015-11-12,true
731,0101000020E610000027DA5548F9C155C0D3DEE00B93994140,Pulaski,TN,Triangle,10 minutes,Big slow moving bright white lit up triangular obj. with flashing red lights at the top and bottom of obj.((NUFORC Note: Sirius? PD)),2015-11-26,November,USA,2015-11-24,true
451,0101000020E6100000D5E76A2BF6A154C0AE64C74620563B40,Sarasota,FL,Fireball,3 minutes,Orange light.,2016-01-05,December,USA,2015-12-26,true
280,0101000020E6100000E8A4F78DAF6754C05A643BDF4F1D3C40,Haines City,FL,Sphere,9 minutes,"Atmospheric entry, then level flight for several minutes, plasma trail during entry then white sphere for flight phase.",2015-01-26,January,USA,2015-01-20,true
406,0101000020E61000005E9D6340F6EC55C0E86A2BF6975D4140,Tuscumbia,AL,Light,1-2 minutes,Flying stars?,2015-09-17,September,USA,2015-09-15,true
53,0101000020E6100000FB05BB61DBCC51C094C151F2EA644540,Salem,NH,Light,15 seconds,Light High.,2015-08-06,July,USA,2015-07-31,true
1058,0101000020E6100000FB05BB61DBCC51C094C151F2EA644540,Salem,NH,,30 minutes,UFO and strange energy phenomena.,2015-11-19,November,USA,2015-11-08,true
29,0101000020E6100000556AF6402B8C52C0B3EF8AE07FEB4340,Forked River,NJ,Light,Still happening,3 circle bright lights high in sky with helicopter watching it,2015-01-30,January,USA,2015-01-28,true
408,0101000020E6100000C0E78711C24752C06DC5FEB27BE64440,Torrington,CT,Other,5 minutes,Airplane-shaped object with wings outlined in lights,2015-12-03,November,USA,2015-11-20,true
648,0101000020E6100000DDD26A48DCD552C04D2D5BEB8B384440,Quakertown,PA,Fireball,10 minutes,"Orange lights over Quakertown, PA.",2015-12-03,November,USA,2015-11-26,true
97,0101000020E6100000F65D11FC6F2553C077DB85E63A5D4240,Suffolk,VA,Triangle,10 minutes,Black triangle craft seen in Suffolk/Chesapeake Virginia over I-664.,2015-10-29,October,USA,2015-10-21,true
787,0101000020E610000078280AF4894A55C0C6E1CCAFE6204140,Rome,GA,Other,5 seconds,Huge green lit object zooms into sky after scaring ((deleted)) me. ((NUFORC Note: Possible meteor?? PD)),2015-11-19,November,USA,2015-11-11,true
696,0101000020E6100000F2B0506B9AE955C0374F75C8CDEC4440,Chicago,IL,Circle,,"Red and green light just blinking, moved a few times up or down, left, right too.",2016-01-05,November,USA,2015-11-25,true
695,0101000020E6100000F2B0506B9AE955C0374F75C8CDEC4440,Chicago,IL,Formation,3 minutes,8-10 bright blue UFOs appearing then disappearing.,2015-11-26,November,USA,2015-11-10,true
225,0101000020E6100000F2B0506B9AE955C0374F75C8CDEC4440,Chicago,IL,Other,Spring,It was was a light!,2015-06-05,June,USA,2015-06-01,true
1038,0101000020E610000047ACC5A7000A5FC0BF0E9C33A27C4740,Ocean Shores,WA,Other,30 seconds,Extremely high rate of speed fuzzy large red ball.,2016-01-05,December,USA,2015-12-30,true
189,0101000020E610000032E6AE25E4C956C008AC1C5A64733E40,Baton Rouge,LA,Other,10 minutes,Standing out side with son when I noted a square ish object going across sky line just above trees dun was hitting one side and reflect,2015-01-26,January,USA,2015-01-17,true
113,0101000020E610000094DE37BEF60458C0950ED6FF39244740,Fergus Falls,MN,Triangle,5 minutes,Black triangle object over highway 3 solid red lights on the corners.,2015-11-19,November,USA,2015-11-15,true
756,0101000020E610000018096D39979A57C042B28009DCBA4040,New Boston,TX,Light,45 seconds,Bright star like objects disappear.,2015-12-17,December,USA,2015-12-16,true
567,0101000020E6100000C80C54C6BF6355C0567DAEB6626B4240,Dubre,KY,Sphere,10 minutes,Had just turned lights off and was looking out at the night sky. Sky was very clear and starry. Then I noticed this spherical shaped,2015-11-19,November,USA,2015-11-13,true
51,0101000020E61000002BD9B11188C352C0691D554D10454340,Bethany Beach,DE,Circle,90 seconds,Orange circle in sky.,2015-08-27,August,USA,2015-08-13,true
621,0101000020E61000007C9BFEEC47A65DC02849D74CBE194140,Canoga Park,CA,Other,5 minutes,Light emits green gas cloud and travels north seen from Canoga Park. ((NUFORC Note: U. S. Navy missile launch. PD)),2015-11-19,November,USA,2015-11-07,true
626,0101000020E6100000BEDEFDF15E495DC05305A3923ADD4040,Menifee,CA,Fireball,5-10 minutes,"Two friends came over for New Year's, but instead of 'Hi,' one friend came in shouting 'I think there's a UFO!' My other friend stayed.",2016-01-05,December,USA,2015-12-31,true
624,0101000020E6100000BEDEFDF15E495DC05305A3923ADD4040,Menifee,CA,Fireball,40 seconds,"Rocket or comet traveling fast northwest to southeast, bright with long sparkling tail. ((NUFORC Note: Re-entering space debris. PD))",2016-01-05,December,USA,2015-12-22,true
623,0101000020E6100000BEDEFDF15E495DC05305A3923ADD4040,Menifee,CA,Circle,10 minutes,It was a greenish blue circular shape ball of light. ((NUFORC Note: U. S. Navy missile launch. PD)),2015-11-19,November,USA,2015-11-07,true
172,0101000020E6100000FCFFFFFFFFFFEFFFFCFFFFFFFFFFEFFF,Chihlowie,VA,Triangle,6 hours,"I have been followed by a triangular UFO every night for the past week beginning on Wed Oct 23, 2015, I am terrified.",2015-10-29,October,USA,2015-10-23,false
52,0101000020E6100000A774B0FECF9B5EC0378E588B4F8D4740,Spanaway,WA,Disk,all night,"Huge sphere/un-cloaked RIGHT in front of us; it took off @ warp speed/mil. helicopters EVERYWHERE afterwards all night long/FT.Lewis.",2015-08-27,August,USA,2015-08-12,true
382,0101000020E610000002B7EEE6A97A5EC02CB7B41A124F4240,Pacific Grove,CA,Sphere,~15 minutes,"6 bright orange lights seen on Monterey Bay, moved slowly & silently, then faded and sped away.",2015-02-06,January,USA,2015-01-29,true
425,0101000020E61000001F4B1FBAA0AE57C05726FC523FA34140,Cowlington,OK,Circle,30 minutes,"Small white circle moving steadily across the sky, stopped, shimmied back and forth, took off at a Right angle.",2015-12-10,December,USA,2015-12-07,true
737,0101000020E61000005019FF3EE31A5DC089981249F4BE4540,Kuna,ID,Light,4 minutes,Saw a big white circular shape with something like a rocket coming from it.,2015-11-12,November,USA,2015-11-07,true
736,0101000020E61000005019FF3EE31A5DC089981249F4BE4540,Kuna,ID,Cone,3 minutes,Light with cone shaped mist. ((NUFORC Note: U. S. Navy missile launch. PD)),2015-11-19,November,USA,2015-11-07,true
1033,0101000020E61000005019FF3EE31A5DC089981249F4BE4540,Kuna,ID,Fireball,05:00:00,Fireball.,2015-11-06,October,USA,2015-10-31,true
